,causal_text_w_pairs,corpus,doc_id,sent_id,eg_id,index,text,num_rs
10,"['<ARG1>According to the government, there is a group of people from the west of the U.S</ARG1> <SIG0>for</SIG0> <ARG0>there was an attack</ARG0> .', '<ARG1>According to the government, there is a group of people from the west of the U.S</ARG1> <SIG0>for</SIG0> <ARG0>the attack was on</ARG0> .', '<ARG1>According to the government, there is a group of people from the Uyghur region who are trying to create a new state</ARG1> <SIG0>for</SIG0> <ARG0>there was an attack</ARG0> .', '<ARG1>According to the government, there is a group of people from the Uyghur region who are trying to create a new state</ARG1> <SIG0>for</SIG0> <ARG0>the attack was on</ARG0> .', '<ARG1>According to the government, there is a group of people from the Uyghur region who are trying to create a separate state</ARG1> <SIG0>for</SIG0> <ARG0>there was an attack</ARG0> .', '<ARG1>According to the government, there is a group of people from the Uyghur region who are trying to create a separate state</ARG1> <SIG0>for</SIG0> <ARG0>the attack was on</ARG0> .']",0,0,0,0,0,0,0
11,"['<ARG1>More than 60,000 children were stranded</ARG1> <SIG0>by</SIG0> <ARG0>there was a strike</ARG0> .', '<ARG1>More than 60,000 children were stranded</ARG1> <SIG0>by</SIG0> <ARG0>the strike ended</ARG0> .', '<ARG1>Out of over 60,000 children, over 60,000 were stranded</ARG1> <SIG0>by</SIG0> <ARG0>there was a strike</ARG0> .', '<ARG1>Out of over 60,000 children, over 60,000 were stranded</ARG1> <SIG0>by</SIG0> <ARG0>the strike ended</ARG0> .', '<ARG1>Out of over 60,000 students, over 60,000 were stranded</ARG1> <SIG0>by</SIG0> <ARG0>there was a strike</ARG0> .', '<ARG1>Out of over 60,000 students, over 60,000 were stranded</ARG1> <SIG0>by</SIG0> <ARG0>the strike ended</ARG0> .']",0,0,0,0,0,0,0
12,"[""<ARG1>The 417 suburban guards wouldn't work more hours</ARG1> <ARG0>protesting</ARG0> ."", ""<ARG1>The 417 suburban guards wouldn't work more hours</ARG1> <ARG0>there is a protest</ARG0> ."", ""<ARG1>The suburban guards wouldn't work more hours</ARG1> <ARG0>protesting</ARG0> ."", ""<ARG1>The suburban guards wouldn't work more hours</ARG1> <ARG0>there is a protest</ARG0> ."", ""<ARG1>The 417 suburban guards wouldn't work additional hours</ARG1> <ARG0>protesting</ARG0> ."", ""<ARG1>The 417 suburban guards wouldn't work additional hours</ARG1> <ARG0>there is a protest</ARG0> .""]",0,0,0,0,0,0,0
13,"['<ARG1>The workers of the party staged a protest against the chief minister of the state</ARG1> , <ARG0>there was a protest in the city about the installation of the mayor</ARG0> .', '<ARG1>The workers of the party staged a protest against the chief minister of the state</ARG1> , <ARG0>there was a protest in the city over the installation of the mayor</ARG0> .', '<ARG1>The workers of the party staged a protest against the chief minister of the state</ARG1> , <ARG0>there was a protest in the city regarding the installation of the mayor</ARG0> .', '<ARG1>The workers of the party staged a demonstration against the chief minister of the state</ARG1> , <ARG0>there was a protest in the city about the installation of the mayor</ARG0> .', '<ARG1>The workers of the party staged a demonstration against the chief minister of the state</ARG1> , <ARG0>there was a protest in the city over the installation of the mayor</ARG0> .', '<ARG1>The workers of the party staged a demonstration against the chief minister of the state</ARG1> , <ARG0>there was a protest in the city regarding the installation of the mayor</ARG0> .', '<ARG1>The workers of the party staged a protest against the chief minister</ARG1> , <ARG0>there was a protest in the city about the installation of the mayor</ARG0> .', '<ARG1>The workers of the party staged a protest against the chief minister</ARG1> , <ARG0>there was a protest in the city over the installation of the mayor</ARG0> .', '<ARG1>The workers of the party staged a protest against the chief minister</ARG1> , <ARG0>there was a protest in the city regarding the installation of the mayor</ARG0> .']",0,0,0,0,0,0,0
14,"[""<ARG1>The workers of the party staged a demonstration today</ARG1> <ARG0>the chief minister of the state</ARG0> here , protesting the ' forcible installation ' of a Kannadiga mayor in Marathi-dominated Belgaum city ."", ""<ARG1>The workers of the party staged a demonstration today</ARG1> <ARG0>there is a case against the chief minister of Karnataka</ARG0> here , protesting the ' forcible installation ' of a Kannadiga mayor in Marathi-dominated Belgaum city ."", ""<ARG1>The workers of the party staged a demonstration today</ARG1> <ARG0>there is a complaint against the chief minister of Karnataka</ARG0> here , protesting the ' forcible installation ' of a Kannadiga mayor in Marathi-dominated Belgaum city ."", ""<ARG1>The workers of the party staged protests today</ARG1> <ARG0>the chief minister of the state</ARG0> here , protesting the ' forcible installation ' of a Kannadiga mayor in Marathi-dominated Belgaum city ."", ""<ARG1>The workers of the party staged protests today</ARG1> <ARG0>there is a case against the chief minister of Karnataka</ARG0> here , protesting the ' forcible installation ' of a Kannadiga mayor in Marathi-dominated Belgaum city ."", ""<ARG1>The workers of the party staged protests today</ARG1> <ARG0>there is a complaint against the chief minister of Karnataka</ARG0> here , protesting the ' forcible installation ' of a Kannadiga mayor in Marathi-dominated Belgaum city ."", ""<ARG1>The workers of the party staged a protest today</ARG1> <ARG0>the chief minister of the state</ARG0> here , protesting the ' forcible installation ' of a Kannadiga mayor in Marathi-dominated Belgaum city ."", ""<ARG1>The workers of the party staged a protest today</ARG1> <ARG0>there is a case against the chief minister of Karnataka</ARG0> here , protesting the ' forcible installation ' of a Kannadiga mayor in Marathi-dominated Belgaum city ."", ""<ARG1>The workers of the party staged a protest today</ARG1> <ARG0>there is a complaint against the chief minister of Karnataka</ARG0> here , protesting the ' forcible installation ' of a Kannadiga mayor in Marathi-dominated Belgaum city .""]",0,0,0,0,0,0,0
15,"['<ARG1>There is a search on</ARG1> <ARG0>the abduction people can be traced and recovered</ARG0> , "" he said .', '<ARG1>There is a search on</ARG1> <ARG0>the people that have been kidnapped can be traced and recovered</ARG0> , "" he said .', '<ARG1>There is a search on</ARG1> <ARG0>the people who have been kidnapped can be traced and recovered</ARG0> , "" he said .', '<ARG1>There is a search going on</ARG1> <ARG0>the abduction people can be traced and recovered</ARG0> , "" he said .', '<ARG1>There is a search going on</ARG1> <ARG0>the people that have been kidnapped can be traced and recovered</ARG0> , "" he said .', '<ARG1>There is a search going on</ARG1> <ARG0>the people who have been kidnapped can be traced and recovered</ARG0> , "" he said .', '<ARG1>There\'s a search on</ARG1> <ARG0>the abduction people can be traced and recovered</ARG0> , "" he said .', '<ARG1>There\'s a search on</ARG1> <ARG0>the people that have been kidnapped can be traced and recovered</ARG0> , "" he said .', '<ARG1>There\'s a search on</ARG1> <ARG0>the people who have been kidnapped can be traced and recovered</ARG0> , "" he said .']",0,0,0,0,0,0,0
16,"['<SIG0>Following</SIG0> <ARG0>there was an incident</ARG0> , <ARG1>the workers went for a protest</ARG1> and stopped work .', '<SIG0>Following</SIG0> <ARG0>the incident happened</ARG0> , <ARG1>the workers went for a protest</ARG1> and stopped work .', '<SIG0>Following</SIG0> <ARG0>there was an incident</ARG0> , <ARG1>the workers went to protest</ARG1> and stopped work .', '<SIG0>Following</SIG0> <ARG0>the incident happened</ARG0> , <ARG1>the workers went to protest</ARG1> and stopped work .', '<SIG0>Following</SIG0> <ARG0>there was an incident</ARG0> , <ARG1>the workers went for a walk</ARG1> and stopped work .', '<SIG0>Following</SIG0> <ARG0>the incident happened</ARG0> , <ARG1>the workers went for a walk</ARG1> and stopped work .']",0,0,0,0,0,0,0
17,"['Following the incident , <ARG0>the workers went for a protest</ARG0> and <ARG1>the work was stopped</ARG1> .', 'Following the incident , <ARG0>the workers went to protest</ARG0> and <ARG1>the work was stopped</ARG1> .', 'Following the incident , <ARG0>the workers went for a walk</ARG0> and <ARG1>the work was stopped</ARG1> .', 'Following the incident , <ARG0>the workers went for a protest</ARG0> and <ARG1>work was stopped</ARG1> .', 'Following the incident , <ARG0>the workers went to protest</ARG0> and <ARG1>work was stopped</ARG1> .', 'Following the incident , <ARG0>the workers went for a walk</ARG0> and <ARG1>work was stopped</ARG1> .', 'Following the incident , <ARG0>the workers went for a protest</ARG0> and <ARG1>work stopped</ARG1> .', 'Following the incident , <ARG0>the workers went to protest</ARG0> and <ARG1>work stopped</ARG1> .', 'Following the incident , <ARG0>the workers went for a walk</ARG0> and <ARG1>work stopped</ARG1> .']",0,0,0,0,0,0,0
18,"[""`` <ARG1>There are talks going on</ARG1> <ARG0>the wage disputes should be solved and the Strike should be ended</ARG0> , '' she said ."", ""`` <ARG1>There are talks going on</ARG1> <ARG0>the wage disputes should be solved and the Strike should end</ARG0> , '' she said ."", ""`` <ARG1>There are talks going on</ARG1> <ARG0>the strike can be solved with the help of sig1 or sig0</ARG0> , '' she said ."", ""`` <ARG1>The talks are happening</ARG1> <ARG0>the wage disputes should be solved and the Strike should be ended</ARG0> , '' she said ."", ""`` <ARG1>The talks are happening</ARG1> <ARG0>the wage disputes should be solved and the Strike should end</ARG0> , '' she said ."", ""`` <ARG1>The talks are happening</ARG1> <ARG0>the strike can be solved with the help of sig1 or sig0</ARG0> , '' she said ."", ""`` <ARG1>There are talks happening</ARG1> <ARG0>the wage disputes should be solved and the Strike should be ended</ARG0> , '' she said ."", ""`` <ARG1>There are talks happening</ARG1> <ARG0>the wage disputes should be solved and the Strike should end</ARG0> , '' she said ."", ""`` <ARG1>There are talks happening</ARG1> <ARG0>the strike can be solved with the help of sig1 or sig0</ARG0> , '' she said .""]",0,0,0,0,0,0,0
19,"['<ARG1>The locals blocked the highway for 6 hours</ARG1> <ARG0>the MoU has been demanded of</ARG0> .', '<ARG1>The locals blocked the highway for 6 hours</ARG1> <ARG0>the MoU was demanded of</ARG0> .', '<ARG1>The locals blocked the highway for 6 hours</ARG1> <ARG0>there is a demand for the data from the Memorandum of Understanding</ARG0> .', '<ARG1>The locals blocked the road for 6 hours</ARG1> <ARG0>the MoU has been demanded of</ARG0> .', '<ARG1>The locals blocked the road for 6 hours</ARG1> <ARG0>the MoU was demanded of</ARG0> .', '<ARG1>The locals blocked the road for 6 hours</ARG1> <ARG0>there is a demand for the data from the Memorandum of Understanding</ARG0> .', '<ARG1>The locals blocked the highway for several hours</ARG1> <ARG0>the MoU has been demanded of</ARG0> .', '<ARG1>The locals blocked the highway for several hours</ARG1> <ARG0>the MoU was demanded of</ARG0> .', '<ARG1>The locals blocked the highway for several hours</ARG1> <ARG0>there is a demand for the data from the Memorandum of Understanding</ARG0> .']",0,0,0,0,0,0,0
20,"['<ARG1>There was an end to the blockade</ARG1> <SIG0>following</SIG0> <ARG0>an assurance was given by the AdditionalSP J Mahapati</ARG0> to apprise the State Government of their demand .', '<ARG1>There was an end to the blockade</ARG1> <SIG0>following</SIG0> <ARG0>the assurance was given by the AdditionalSP J Mahapati</ARG0> to apprise the State Government of their demand .', '<ARG1>There was an end to the blockade</ARG1> <SIG0>following</SIG0> <ARG0>an assurance was given from the AdditionalSPJ</ARG0> to apprise the State Government of their demand .', '<ARG1>There was a blockade lifted</ARG1> <SIG0>following</SIG0> <ARG0>an assurance was given by the AdditionalSP J Mahapati</ARG0> to apprise the State Government of their demand .', '<ARG1>There was a blockade lifted</ARG1> <SIG0>following</SIG0> <ARG0>the assurance was given by the AdditionalSP J Mahapati</ARG0> to apprise the State Government of their demand .', '<ARG1>There was a blockade lifted</ARG1> <SIG0>following</SIG0> <ARG0>an assurance was given from the AdditionalSPJ</ARG0> to apprise the State Government of their demand .', '<ARG1>There was a lifting of the blockade</ARG1> <SIG0>following</SIG0> <ARG0>an assurance was given by the AdditionalSP J Mahapati</ARG0> to apprise the State Government of their demand .', '<ARG1>There was a lifting of the blockade</ARG1> <SIG0>following</SIG0> <ARG0>the assurance was given by the AdditionalSP J Mahapati</ARG0> to apprise the State Government of their demand .', '<ARG1>There was a lifting of the blockade</ARG1> <SIG0>following</SIG0> <ARG0>an assurance was given from the AdditionalSPJ</ARG0> to apprise the State Government of their demand .']",0,0,0,0,0,0,0
21,"['<ARG1>There was an end to the blockade</ARG1> following an assurance from ADM Debraj Senapati and the additional SP J. Mahapatra <ARG0>the state government should be apprised of the demand</ARG0> .', '<ARG1>There was an end to the blockade</ARG1> following an assurance from ADM Debraj Senapati and the additional SP J. Mahapatra <ARG0>the State government should be apprised of the demand</ARG0> .', '<ARG1>There was an end to the blockade</ARG1> following an assurance from ADM Debraj Senapati and the additional SP J. Mahapatra <ARG0>the state government has a demand</ARG0> .', '<ARG1>There was a blockade lifted</ARG1> following an assurance from ADM Debraj Senapati and the additional SP J. Mahapatra <ARG0>the state government should be apprised of the demand</ARG0> .', '<ARG1>There was a blockade lifted</ARG1> following an assurance from ADM Debraj Senapati and the additional SP J. Mahapatra <ARG0>the State government should be apprised of the demand</ARG0> .', '<ARG1>There was a blockade lifted</ARG1> following an assurance from ADM Debraj Senapati and the additional SP J. Mahapatra <ARG0>the state government has a demand</ARG0> .', '<ARG1>There was a lifting of the blockade</ARG1> following an assurance from ADM Debraj Senapati and the additional SP J. Mahapatra <ARG0>the state government should be apprised of the demand</ARG0> .', '<ARG1>There was a lifting of the blockade</ARG1> following an assurance from ADM Debraj Senapati and the additional SP J. Mahapatra <ARG0>the State government should be apprised of the demand</ARG0> .', '<ARG1>There was a lifting of the blockade</ARG1> following an assurance from ADM Debraj Senapati and the additional SP J. Mahapatra <ARG0>the state government has a demand</ARG0> .']",0,0,0,0,0,0,0
22,"['<ARG1>The fights broke out</ARG1> after <ARG0>a muslim youth was badly injured when a muslim youth beat him up</ARG0> following an altercation .', '<ARG1>The fights broke out</ARG1> after <ARG0>a muslim youth was badly injured when a muslim youth thrashed him</ARG0> following an altercation .', '<ARG1>The fights broke out</ARG1> after <ARG0>a muslim youth was seriously injured when a muslim youth beat him up</ARG0> following an altercation .', '<ARG1>The people clashed</ARG1> after <ARG0>a muslim youth was badly injured when a muslim youth beat him up</ARG0> following an altercation .', '<ARG1>The people clashed</ARG1> after <ARG0>a muslim youth was badly injured when a muslim youth thrashed him</ARG0> following an altercation .', '<ARG1>The people clashed</ARG1> after <ARG0>a muslim youth was seriously injured when a muslim youth beat him up</ARG0> following an altercation .', '<ARG1>There were fights that erupted</ARG1> after <ARG0>a muslim youth was badly injured when a muslim youth beat him up</ARG0> following an altercation .', '<ARG1>There were fights that erupted</ARG1> after <ARG0>a muslim youth was badly injured when a muslim youth thrashed him</ARG0> following an altercation .', '<ARG1>There were fights that erupted</ARG1> after <ARG0>a muslim youth was seriously injured when a muslim youth beat him up</ARG0> following an altercation .']",0,0,0,0,0,0,0
23,"['The clashes erupted after <ARG1>a muslim youth was badly injured when a muslim youth beat him up</ARG1> <SIG0>following</SIG0> <ARG0>an argument</ARG0> .', 'The clashes erupted after <ARG1>a muslim youth was badly injured when a muslim youth beat him up</ARG1> <SIG0>following</SIG0> <ARG0>an altercation between two people</ARG0> .', 'The clashes erupted after <ARG1>a muslim youth was badly injured when a muslim youth thrashed him</ARG1> <SIG0>following</SIG0> <ARG0>an argument</ARG0> .', 'The clashes erupted after <ARG1>a muslim youth was badly injured when a muslim youth thrashed him</ARG1> <SIG0>following</SIG0> <ARG0>an altercation between two people</ARG0> .', 'The clashes erupted after <ARG1>a muslim youth was seriously injured when a muslim youth beat him up</ARG1> <SIG0>following</SIG0> <ARG0>an argument</ARG0> .', 'The clashes erupted after <ARG1>a muslim youth was seriously injured when a muslim youth beat him up</ARG1> <SIG0>following</SIG0> <ARG0>an altercation between two people</ARG0> .']",0,0,0,0,0,0,0
24,"['<ARG1>Lawyers helped them get bail</ARG1> <ARG0>their campaign will continue</ARG0> .', '<ARG1>Lawyers helped them get bail</ARG1> <ARG0>their campaign continues</ARG0> .', '<ARG1>Lawyers helped them get bail</ARG1> <ARG0>continue the campaign</ARG0> .', '<ARG1>Lawyers made them accept the bail</ARG1> <ARG0>their campaign will continue</ARG0> .', '<ARG1>Lawyers made them accept the bail</ARG1> <ARG0>their campaign continues</ARG0> .', '<ARG1>Lawyers made them accept the bail</ARG1> <ARG0>continue the campaign</ARG0> .', '<ARG1>They were persuaded to take bail</ARG1> <ARG0>their campaign will continue</ARG0> .', '<ARG1>They were persuaded to take bail</ARG1> <ARG0>their campaign continues</ARG0> .', '<ARG1>They were persuaded to take bail</ARG1> <ARG0>continue the campaign</ARG0> .']",0,0,0,0,0,0,0
25,"['<ARG1>Also booked was a former minister</ARG1> <SIG0>for</SIG0> <ARG0>inciting acts of violence</ARG0> .', '<ARG1>Also booked was a former minister</ARG1> <SIG0>for</SIG0> <ARG0>inciting people to kill each other</ARG0> .', '<ARG1>Also booked was a former minister</ARG1> <SIG0>for</SIG0> <ARG0>inciting people to violence</ARG0> .', '<ARG1>There was a former minister booked as well</ARG1> <SIG0>for</SIG0> <ARG0>inciting acts of violence</ARG0> .', '<ARG1>There was a former minister booked as well</ARG1> <SIG0>for</SIG0> <ARG0>inciting people to kill each other</ARG0> .', '<ARG1>There was a former minister booked as well</ARG1> <SIG0>for</SIG0> <ARG0>inciting people to violence</ARG0> .', '<ARG1>There was a former minister booked</ARG1> <SIG0>for</SIG0> <ARG0>inciting acts of violence</ARG0> .', '<ARG1>There was a former minister booked</ARG1> <SIG0>for</SIG0> <ARG0>inciting people to kill each other</ARG0> .', '<ARG1>There was a former minister booked</ARG1> <SIG0>for</SIG0> <ARG0>inciting people to violence</ARG0> .']",0,0,0,0,0,0,0
26,"['<ARG1>The state should delay the exams</ARG1> <SIG0>in view of</SIG0> <ARG0>there was a strike</ARG0> .', '<ARG1>The state should delay the exams</ARG1> <SIG0>in view of</SIG0> <ARG0>the strike ended</ARG0> .', '<ARG1>The state should postpone the exams</ARG1> <SIG0>in view of</SIG0> <ARG0>there was a strike</ARG0> .', '<ARG1>The state should postpone the exams</ARG1> <SIG0>in view of</SIG0> <ARG0>the strike ended</ARG0> .', '<ARG1>The state needs to postpone the exams</ARG1> <SIG0>in view of</SIG0> <ARG0>there was a strike</ARG0> .', '<ARG1>The state needs to postpone the exams</ARG1> <SIG0>in view of</SIG0> <ARG0>the strike ended</ARG0> .']",0,0,0,0,0,0,0
