text,label
"NHAI Case : Cops Fail to Produce Accused in Court 10th September 2015 03:49 AM IST : Anoop George, the main accused in the case related to attack on the office of the National Highway Authority of India ( NHAI ) at Kalamassery, could not be produced before the Ernakulam District and Principal Sessions Court on Wednesday, after jail authorities in Coimbatore failed to arrange escort for him.",1
"NHAI Case : Cops Fail to Produce Accused in Court 10th September 2015 03:49 AM ET : Anoop George, the main accused in the case related to attack on the office of the National Highway Authority of India ( NHAI ) at Kalamassery, could not be produced before the Ernakulam District and Principal Sessions Court on Wednesday, after jail authorities in Coimbatore failed to arrange escort for him.",1
"NHAI Case : Cops Fail to Produce Accused in Court 10th September 2015 03:49 AM Kerala : Anoop George, the main accused in the case related to attack on the office of the National Highway Authority of India ( NHAI ) at Kalamassery, could not be produced before the Ernakulam District and Principal Sessions Court on Wednesday, after jail authorities in Coimbatore failed to arrange escort for him.",1
It was in January this year a group of persons attacked the NHAI office at Kalamassery and distributed notices supporting armed revolt against the government .,0
It was in January this year a group of persons attacked the NHAI office at Kalamassery and distributed notices supporting armed revolt against the government.,0
It was during January this year a group of persons attacked the NHAI office at Kalamassery and distributed notices supporting armed revolt against the government.,0
It was early January this year a group of persons attacked the NHAI office at Kalamassery and distributed notices supporting armed revolt against the government.,0
Both Anoop and Ramanan are also accused in the case related to attack on the Nitta Gelatin office at Panampilly Nagar last year .,0
Both Anoop and Ramanan are also accused in the case related to attack on the Nitta Gelatin office at Panampilly Nagar last year.,0
Both Anoop and Ramanan were also accused in the case related to attack on the Nitta Gelatin office at Panampilly Nagar last year.,0
Both Anoop and Ramananare also accused in the case related to attack on the Nitta Gelatin office at Panampilly Nagar last year.,0
VS condemns attack on NSS Karayogams 08th May 2011 05:00 AM THIRUVANANTHAPURAM : Chief Minister V S Achuthanandan has condemned the recent attacks on NSS Karayogams .,0
VS condemns attack on NSS Karayogams 08th May 2011 05:00 AM THIRUVANANTHAPURAM : Chief Minister V S Achuthanandan has condemned the recent attacks on NSS headquarters.,0
VS condemns attack on NSS Karayogams 08th May 2011 05:00 AM THIRUVANANTHAPURAM : Chief Minister V S Achuthanandan has condemned the recent attacks on NSS offices.,0
VS condemns attack on NSS Karayogams 08th May 2011 05:00 AM THIRUVANANTHAPURAM : Chief Minister V S Achuthanandan has condemned the recent attacks on NSS personnel.,0
"When asked about the series of attacks on Karayogams , he said that such attacks could not be entertained .",0
"When asked about the series of attacks on Twitter, he said that such attacks could not be entertained.",0
"When asked about the series of attacks on Sony, he said that such attacks could not be entertained.",0
"When asked about the series of attacks on Facebook, he said that such attacks could not be entertained.",0
"The NSS Karayogams were attacked in Thrissur and Thiruvananthapuram after NSS secretary Sukumaran Nair had said that the NSS did not support the LDF in the recent Assembly elections , as it did not want Achuthanandan to come back to power for another term .",1
"The NSS Karayogams were attacked in Thrissur and Thiruvananthapuram. NSS secretary Sukumaran Nair had said that the NSS did not support the LDF in the recent Assembly elections, as it did not want Achuthanandan to come back to power for another term.",1
"The NSS Karayogams were attacked in Thrissur and Thiruvananthapuram. NSS secretary Sukumaran Nair had said that the NSS did not support the LDF in the recent Assembly elections, as it did not want Achuthanandan to come back to power for another term.",1
"The NSS Karayogams were attacked in Thrissur and Thiruvananthapuram.. NSS secretary Sukumaran Nair had said that the NSS did not support the LDF in the recent Assembly elections, as it did not want Achuthanandan to come back to power for another term.",1
The attack on Karayogams had sparked sharp reactions from the CPM leaders .,1
The attack on Karayogams had sparked sharp reactions from the CPM leadership.,1
The attack on Karayogams had sparked sharp reactions from the CPM community.,1
The attack on Karayogams had sparked sharp reactions from the CPMI.,1
`` I am going to argue your evidence that strikers at Marikana in August 2012 attacked the police should be kicked out .,0
`` I am going to argue your evidence that strikers at Marikana in August 2012 attacked the police should be kicked out.,0
"`` I am going to argue your evidence that strikers at Marikana in August 2012 attacked the police should be kicked out.""",0
`` I am going to argue your evidence that strikers at Marikana in August 2012 attacked the police should be kicked out?,0
"Mpofu said Lt-Col Kaizer Modiba was fabricating his evidence about the violence during the mineworkers ' strike at Marikana , near Rustenburg in the North West , because he had not been in a position to witness an attack .",1
"Mpofu said Lt-Col Kaizer Modiba was fabricating his evidence about the violence during the mineworkers'strike in Marikana, near Rustenburg in the North West, because he had not been in a position to witness an attack.",1
"Mpofu said Lt-Col Kaizer Modiba was fabricating his evidence about the violence during the mineworkers'strike at Marikana, near Rustenburg in the North West, because he had not been in a position to witness an attack.",1
"Mpofu said Lt-Col Kaizer Modiba was fabricating his evidence about the violence during the mineworkers'strike on Marikana, near Rustenburg in the North West, because he had not been in a position to witness an attack.",1
"`` I observed the attack on the police , I have no doubt about it , '' Modiba said during cross-examination .",1
"`` I observed the attack on the police, I have no doubt about it, '' Modiba said under cross-examination.",1
"`` I observed the attack on the police, I have no doubt about it, '' Modiba said during cross-examination.",1
"`` I observed the attack on the police, I have no doubt about it, '' Modiba said on cross-examination.",1
He said he was about 100 metres away when he witnessed the attack .,0
He said he was about 100 metres away when he witnessed the attack.,0
He said he was about 100 metres away when I witnessed the attack.,0
He said he was about 100 metres away when they witnessed the attack.,0
"Modiba said he saw the aggressive strikers running alongside a police Nyala , charging at police .",0
"Modiba said he saw several aggressive strikers running alongside a police Nyala, charging at police.",0
"Modiba said he saw the aggressive strikers running alongside a police Nyala, charging at police.",0
"Modiba said he saw two aggressive strikers running alongside a police Nyala, charging at police.",0
"The commission , chaired by retired Judge Ian Farlam , is investigating the deaths of 44 people during the wage-related strike at Lonmin 's platinum mining operations at Marikana in August 2012 .",0
"The commission, chaired by retired Judge Ian Farlam, is investigating the deaths of 44 people during the wage-related strike at Lonmin's platinum mining operations at Marikana in August 2012.",0
"The commission, chaired under retired Judge Ian Farlam, is investigating the deaths of 44 people during the wage-related strike at Lonmin's platinum mining operations at Marikana in August 2012.",0
"The commission, chaired of retired Judge Ian Farlam, is investigating the deaths of 44 people during the wage-related strike at Lonmin's platinum mining operations at Marikana in August 2012.",0
"On August 16 , 2012 , 34 people , mostly mineworkers , were shot dead in a clash with police who were trying to disarm and disperse them .",1
"On August 16, 2012, 34 people, mostly mineworkers, were shot dead in a clash with police who were trying to disarm and detain them.",1
"On August 16, 2012, 34 people, mostly mineworkers, were shot dead in a clash with police who were trying to disarm and disperse them.",1
"On August 16, 2012, 34 people, mostly mineworkers, were shot dead in a clash with police who were trying to disarm and arrest them.",1
"Sonia Gandhi was speaking at a function after flagging off 12 new trains , along with Railway Minister Mamata Banerjee , through videoconferencing at Kanpur railway station .",0
"Sonia Gandhi was speaking at a function after flagging off 12 new trains, along with Railway Ministerata Banerjee, through videoconferencing at Kanpur railway station.",0
"Sonia Gandhi was speaking at a function after flagging off 12 new trains, along with Railway Minister Mam Banerjee, through videoconferencing at Kanpur railway station.",0
"Sonia Gandhi was speaking at a function after flagging off 12 new trains, along with Railway Minister Maya Banerjee, through videoconferencing at Kanpur railway station.",0
"Claiming that the dozen new trains would prove to be a boon for UP , Sonia said later at a public rally organised adjacent to the railway station that it was after a long gap that the Railway ministry had done so much in one go for the state .",0
"Claiming that the dozen new trains would prove to be a boon for UP, Sonia said later at a public rally organised adjacent to the railway station that it was after a long gap that the Railway ministry had done so much in one go for the state.",0
"Claiming that the dozen new trains would prove to be a boon for UP, Sonia said later in a public rally organised adjacent to the railway station that it was after a long gap that the Railway ministry had done so much in one go for the state.",0
"Claiming that the dozen new trains would prove to be a boon for UP, Sonia said later during a public rally organised adjacent to the railway station that it was after a long gap that the Railway ministry had done so much in one go for the state.",0
"The function was organised by Kanpur Congress Lok Sabha member and Union Coal Minister Shriprakash Jaiswal , and attended by ministers of state for railway , E. The new trains are Kanpur-New Delhi Shatabdi Express , Lucknow - New Delhi Duronto , Allahabad - New Delhi Duronto , Gorakhpur - Lokmanya Tilak Terminal Express , Varanasi-Jammu Tawi Superfast , Lucknow-Yashwantpur Express , Agra-Lucknow Intercity , Mathura-Kasganj Passenger , Bhopal - Pratapgarh Express , Gorakhpur - Nainital Express , Gorakhpur - Noutha Passenger and Chapra - Mathura Express .",0
"The function was organised by Kanpur Congress Lok Sabha member and Union Coal Minister Shriprakash Jaiswal, and attended by ministers of state for railway, E. The new trains are Kanpur-New Delhi Shatabdi Express, Lucknow - New Delhi Duronto, Allahabad - New Delhi Duronto, Gorakhpur - Lokmanya Tilak Terminal Express, Varanasi-Jammu Tawi Superfast, Lucknow-Yashwantpur Express, Agra-Lucknow Intercity, Mathura-Kasganj Passenger, Bhopal - Pratapgarh Express, Gorakhpur - Nainital Express, Gorakhpur - Noutha Passenger and Chapra - Mathura Express.",0
"The function was organised by Kanpur Congress Lok Sabha member and Union Coal Minister Shriprakash Jaiswal, and attended by ministers of state for railway, E. The new trains are Kanpur-New Delhi Shatabdi Express, Lucknow - New Delhi Duronto, Allahabad - New Delhi Duronto, Gorakhpur- Lokmanya Tilak Terminal Express, Varanasi-Jammu Tawi Superfast, Lucknow-Yashwantpur Express, Agra-Lucknow Intercity, Mathura-Kasganj Passenger, Bhopal - Pratapgarh Express, Gorakhpur - Nainital Express, Gorakhpur - Noutha Passenger and Chapra - Mathura Express.",0
"The function was organised by Kanpur Congress Lok Sabha member and Union Coal Minister Shriprakash Jaiswal, and attended by ministers of state for railway, E. The new trains are Kanpur-New Delhi Shatabdi Express, Lucknow - New Delhi Duronto, Allahabad - New Delhi Duronto, Gorakhpur – Lokmanya Tilak Terminal Express, Varanasi-Jammu Tawi Superfast, Lucknow-Yashwantpur Express, Agra-Lucknow Intercity, Mathura-Kasganj Passenger, Bhopal - Pratapgarh Express, Gorakhpur - Nainital Express, Gorakhpur - Noutha Passenger and Chapra - Mathura Express.",0
Cubbon Park Walkers Oppose Government Move 08th January 2014 07:49 AM Members of the Cubbon Park Walkers ’ Association on Tuesday held a candlelight protest against the state government ’ s plan to set up a Cubbon Park Development Authority .,1
Cubbon Park Walkers Against Government Move 08th January 2014 07:49 AM Members of the Cubbon Park Walkers ’ Association on Tuesday held a candlelight protest against the state government ’ s plan to set up a Cubbon Park Development Authority.,1
Cubbon Park Walkers Protest Government Move 08th January 2014 07:49 AM Members of the Cubbon Park Walkers ’ Association on Tuesday held a candlelight protest against the state government ’ s plan to set up a Cubbon Park Development Authority.,1
Cubbon Park Walkers Resist Government Move 08th January 2014 07:49 AM Members of the Cubbon Park Walkers ’ Association on Tuesday held a candlelight protest against the state government ’ s plan to set up a Cubbon Park Development Authority.,1
IIT Row : PSI Brandishes Pistol at Protesters 02nd October 2015 03:39 AM RAICHUR : The ongoing agitation against the Centre ’ s decision to set up the state ’ s first IIT at Dharwad took an ugly turn on Thursday after West Police Station PSI Agni allegedly assaulted a lorry driver and brandished his service revolver at the agitators during a protest by the lorry owners ’ association here .,1
IIT Row : Driver Brandishes Pistol at Protesters 02nd October 2015 03:39 AM RAICHUR : The ongoing agitation against the Centre ’ s decision to set up the state ’ s first IIT at Dharwad took an ugly turn on Thursday after West Police Station PSI Agni allegedly assaulted a lorry driver and brandished his service revolver at the agitators during a protest by the lorry owners ’ association here.,1
IIT Row : Man Brandishes Pistol at Protesters 02nd October 2015 03:39 AM RAICHUR : The ongoing agitation against the Centre ’ s decision to set up the state ’ s first IIT at Dharwad took an ugly turn on Thursday after West Police Station PSI Agni allegedly assaulted a lorry driver and brandished his service revolver at the agitators during a protest by the lorry owners ’ association here.,1
IIT Row : Officer Brandishes Pistol at Protesters 02nd October 2015 03:39 AM RAICHUR : The ongoing agitation against the Centre ’ s decision to set up the state ’ s first IIT at Dharwad took an ugly turn on Thursday after West Police Station PSI Agni allegedly assaulted a lorry driver and brandished his service revolver at the agitators during a protest by the lorry owners ’ association here.,1
The lorry owners ’ association was staging a protest by blocking the road near Ambedkar Circle .,1
The lorry owners ’ association was staging a protest by blocking the road near Ambedkar Circle.,1
The lorry owners ’ association was staging a protest by blocking a road near Ambedkar Circle.,1
The lorry owners ’ association was staging a protest by blocking one road near Ambedkar Circle.,1
"Barring this incident , the agitation by other organisations on Thursday was peaceful .",0
"Barring this incident, the agitation by other organisations on Thursday was peaceful.",0
"Barring this violence, the agitation by other organisations on Thursday was peaceful.",0
"Barring this development, the agitation by other organisations on Thursday was peaceful.",0
"On Tuesday night tens of thousands of demonstrators packed the city ’ s downtown area for a third night as protest leaders warned they would step up their actions if Hong Kong ’ s chief executive , Leung Chun-ying , did not meet them by midnight .",1
"On Tuesday night tens of thousands of demonstrators packed the city ’ s downtown area for a third night as protest leaders said they would step up their actions if Hong Kong ’ s chief executive, Leung Chun-ying, did not meet them by midnight.",1
"On Tuesday night tens of thousands of demonstrators packed the city ’ s downtown area for a third night as protest leaders warned they would step up their actions if Hong Kong ’ s chief executive, Leung Chun-ying, did not meet them by midnight.",1
"On Tuesday night tens of thousands of demonstrators packed the city ’ s downtown area for a third night as protest leaders announced they would step up their actions if Hong Kong ’ s chief executive, Leung Chun-ying, did not meet them by midnight.",1
"On Tuesday Clegg sent a series of supportive tweets , including : “ I sympathise a great deal with the brave pro-democracy demonstrators taking to the streets of Hong Kong. ” He said the UK remained committed to the joint declaration and said that “ universal suffrage must mean real choice ” for voters and “ a proper stake in the 2017 election ” .",0
"On Tuesday Clegg sent a series of supportive tweets, including : “ I sympathise a great deal with the brave pro-democracy demonstrators taking to the streets of Hong Kong. ” He said the UK remained committed to the joint declaration and said that � universal suffrage must mean real choice ” for voters and “ a proper stake in the 2017 election ”.",0
"On Tuesday Clegg sent a series of supportive tweets, including : “ I sympathise a great deal with the brave pro-democracy demonstrators taking to the streets of Hong Kong. ” He said the UK remained committed to the joint declaration and said that achieving universal suffrage must mean real choice ” for voters and “ a proper stake in the 2017 election ”.",0
"On Tuesday Clegg sent a series of supportive tweets, including : “ I sympathise a great deal with the brave pro-democracy demonstrators taking to the streets of Hong Kong. ” He said the UK remained committed to the joint declaration and said that "" universal suffrage must mean real choice ” for voters and “ a proper stake in the 2017 election ”.",0
"The demonstrations pose a real problem , not just for the British but for others too .",0
"The demonstrations pose a real problem, not just for the British but for others too.",0
"The demonstrations pose a real problem, not just for the British but for others too.",0
The demonstrations pose a real problem - not just for the British but for others too.,0
"September 14 , 2012 00:00 IST Her absence from Vijayamma ’ s protest meet gives credence to rumours Rumour mills are abuzz in Warangal hinting that YSR Congress party leader and former Minister Konda Surekha may join the Congress soon .",1
"September 14, 2012 00:00 IST Her absence from Vijayamma ’ s protest meet gives credence to rumours Rumour mills are abuzz in Warangal hinting that YSR Congress party leader and former Minister Konda Surekha may join the Congress soon.",1
"September 14, 2012 00:00 IST Her absence from Vijayamma ’ s protest meet gives credence to rumours Rumour mills are abuzz in Warangal hinting that YSR Congress party chief and former Minister Konda Surekha may join the Congress soon.",1
"September 14, 2012 00:00 IST Her absence from Vijayamma ’ s protest meet gives credence to rumours Rumour mills are abuzz in Warangal hinting that YSR Congress party president and former Minister Konda Surekha may join the Congress soon.",1
Ms. Surekha ’ s absence at the recently held protest meeting by Y .,0
Ms. Surekha ’s absence at the recently held protest meeting by Y.,0
Ms. Surekha ’ s absence at the recently held protest meeting by Y.,0
Ms. Surekha ’ conspicuous absence at the recently held protest meeting by Y.,0
"Hindu outfits blocked by police 04th November 2009 04:48 AM THIRUVANANTHAPURAM : Protests against foreign missionary Bernard Blessing ’ s presence in the city spilled into the streets on Tuesday evening with Hindu organisations taking out a march to his prayer meeting , and engaging in a minor scuffle with the police .",0
"Hindu outfits blocked by police 04th November 2009 04:48 AM THIRUVANANTHAPURAM : Protests against foreign missionary Bernard Blessing ’ s presence in the city spilled into the streets on Tuesday evening with Hindu organisations taking out a march to his prayer meeting, and engaging in a minor scuffle with the police.",0
"Hindu outfits blocked by police 04th November 2009 04:48 AM THIRUVANANTHAPURAM : Protests against foreign missionary Bernard Blessing ’ s presence in the city spilled into the streets on Tuesday evening with Hindu organisations taking out a march to his prayer meeting, and engaging in a minor scuffle with riot police.",0
"Hindu outfits blocked by police 04th November 2009 04:48 AM THIRUVANANTHAPURAM : Protests against foreign missionary Bernard Blessing ’ s presence in the city spilled into the streets on Tuesday evening with Hindu organisations taking out a march to his prayer meeting, and engaging in a minor scuffle with local police.",0
"A protest march jointly organised by the Vishwa Hindu Parishad and Hindu Aikya Vedi entered into a scuffle with the police near the State Central Library even as Blessing led , his supporters claimed , ` ` a packed prayer meeting ’ ’ at the Chandrasekharan Nair Stadium .",0
"A protest march jointly organised by the Vishwa Hindu Parishad and Hindu Aikya Vedi entered into a scuffle with the police near the State Central Library even as Blessing led, his supporters claimed, ` ` a packed prayer meeting ’ ’ at the Chandrasekharan Nair Stadium.",0
"A protest march jointly organised by the Vishwa Gram Parishad and Hindu Aikya Vedi entered into a scuffle with the police near the State Central Library even as Blessing led, his supporters claimed, ` ` a packed prayer meeting ’ ’ at the Chandrasekharan Nair Stadium.",0
"A protest march jointly organised by the Vishwa Yoga Parishad and Hindu Aikya Vedi entered into a scuffle with the police near the State Central Library even as Blessing led, his supporters claimed, ` ` a packed prayer meeting ’ ’ at the Chandrasekharan Nair Stadium.",0
The protest march started at 7.30 p.m. but the police blocked it before it reached the venue .,0
The protest march started at 7.30 p.m. but the police blocked it before it reached the venue.,0
The protest march started at 7.30 p.m. but the police blocked it until it reached the venue.,0
The protest march started at 7.30 p.m. but the police blocked it when it reached the venue.,0
"Then on Thursday , some pupils returned to classes after having spent months out of school as residents protested against the Municipal Demarcation Board 's decision to include their areas under a new municipality .",1
"Then on Thursday, some pupils returned to classes after having spent months out of school as residents protested against the Municipal Demarcation Board's decision to include their areas under a new municipality.",1
"Then on Thursday, some pupils returned to classes after having spent months out of school and residents protested against the Municipal Demarcation Board's decision to include their areas under a new municipality.",1
"Then on Thursday, some pupils returned to classes after having spent months out of school after residents protested against the Municipal Demarcation Board's decision to include their areas under a new municipality.",1
"Addressing a massive public rally at Vandalur , around 40 km from here , Modi said : "" The central government should be strong , only then the neighbouring countries will be friendly with us . "" Accusing the United Progressive Alliance ( UPA ) government of adopting a confrontationist attitude towards the states , he said it has been demolishing the constitutional institutions whereas the need of the hour is a cooperative attitude .",1
"Addressing a massive public rally at Vandalur, around 40 km from here, Modi said : "" The central government should be strong, only then the neighbouring countries will be friendly with us. "" Accusing the United Progressive Alliance ( UPA ) government of adopting a confrontationist attitude towards the states, he said it has been demolishing the constitutional institutions whereas the need of the hour is a cooperative attitude.",1
"Addressing a massive public rally at Vandalur, around 40 km from here, Modi said : "" The central government should be strong, only then the neighbouring countries will be friendly with us. "" Accusing the United Progressive Alliance ( UPA ) government of adopting an confrontationist attitude towards the states, he said it has been demolishing the constitutional institutions whereas the need of the hour is a cooperative attitude.",1
"Addressing a massive public rally at Vandalur, around 40 km from here, Modi said : "" The central government should be strong, only then the neighbouring countries will be friendly with us. "" Accusing the United Progressive Alliance ( UPA ) government of adopting the confrontationist attitude towards the states, he said it has been demolishing the constitutional institutions whereas the need of the hour is a cooperative attitude.",1
"If it does , when you ’ re confronting an enemy that beheads people and wants to put nuclear bombs in our subways , then waterboarding is well within the rules. ” Trump faced a backlash in March when he referred to the 1989 Tiananmen Square protests as a “ riot ” .",1
"If it does, and you ’ re confronting an enemy that beheads people and wants to put nuclear bombs in our subways, then waterboarding is well within the rules. ” Trump faced a backlash in March when he referred to the 1989 Tiananmen Square protests as a “ riot ”.",1
"If it does, when you ’ re confronting an enemy that beheads people and wants to put nuclear bombs in our subways, then waterboarding is well within the rules. ” Trump faced a backlash in March when he referred to the 1989 Tiananmen Square protests as a “ riot ”.",1
"If it does, if you ’ re confronting an enemy that beheads people and wants to put nuclear bombs in our subways, then waterboarding is well within the rules. ” Trump faced a backlash in March when he referred to the 1989 Tiananmen Square protests as a “ riot ”.",1
"Protesting the unethical ban , hundreds of Bengal traders launched an agitation on Monday and threatened to intensify it , if the matter is not resolved soon .",1
"Protesting the unethical ban, hundreds of Bengal traders launched an agitation on Monday and threatened to intensify it, if the matter is not resolved soon.",1
"Protesting the unethical ban, hundreds of Bengal traders launched an agitation on Monday and threatened to intensify it, if the matter was not resolved soon.",1
"Protesting the unethical ban, hundreds of Bengal traders launched an agitation on Monday and threatened to intensify it, if the matter were not resolved soon.",1
"The neighbouring State apparently relented after 500 trucks carrying vegetables , eggs , fishes and other perishable items from Andhra Pradesh were detained by BJD activists at various places in Balasore .",1
"The neighbouring State apparently relented after 500 trucks carrying vegetables, eggs, fishes and other perishable items from Andhra Pradesh were detained by BJD activists at various places in Balasore.",1
"The neighbouring State apparently relented when 500 trucks carrying vegetables, eggs, fishes and other perishable items from Andhra Pradesh were detained by BJD activists at various places in Balasore.",1
"The neighbouring State apparently relented as 500 trucks carrying vegetables, eggs, fishes and other perishable items from Andhra Pradesh were detained by BJD activists at various places in Balasore.",1
"“ Though after the CM-level talks , we released all the detained trucks to West Bengal , they took back all the potato-laden trucks to their State , ” Agrawal said .",0
"“ Though after the CM-level talks, we released all the potato trucks to West Bengal, they took back all the potato-laden trucks to their State, ” Agrawal said.",0
"“ Though after the CM-level talks, we released all the food trucks to West Bengal, they took back all the potato-laden trucks to their State, ” Agrawal said.",0
"“ Though after the CM-level talks, we released all the rice trucks to West Bengal, they took back all the potato-laden trucks to their State, ” Agrawal said.",0
Labour Minister Mildred Oliphant intervened on Monday in an extended strike by petrol attendants and workers in the automotive industry .,0
Labour Minister Mildred Oliphant intervened on Monday in an extended strike by petrol attendants and workers in the automotive industry.,0
Labour Minister Mildred Oliphant intervened on Monday in an extended strike by petrol attendants and others in the automotive industry.,0
Labour Minister Mildred Oliphant intervened on Monday in an extended strike by petrol attendants and employees in the automotive industry.,0
"The strike began on September 9 , with Numsa demanding a double-digit percentage increase .",1
"The strike began on September 9, with Numsa demanding a double-digit wage increase.",1
"The strike began on September 9, with Numsa demanding a double-digit salary increase.",1
"The strike began on September 9, with Numsa demanding a double-digit pay increase.",1
"About 70,000 workers were reported to be on strike .",0
"About 70,000 workers were reported to be on strike.",0
"About 70,000 workers were reported to be under strike.",0
"About 70,000 workers were reported to be off strike.",0
"Protests show rising green concerns PUBLISHED : Wednesday , 04 July , 2012 , 12:00am Mass protests this week over the planned construction of a molybdenum-copper alloy plant in Shifang , Sichuan province show that environmental concerns are becoming a leading cause of social unrest .",0
"Protests show rising green concerns PUBLISHED : Wednesday, 04 July, 2012, 12:00am Mass protests this week over the planned construction of a molybdenum-copper alloy plant in Shifang, China province show that environmental concerns are becoming a leading cause of social unrest.",0
"Protests show rising green concerns PUBLISHED : Wednesday, 04 July, 2012, 12:00am Mass protests this week over the planned construction of a molybdenum-copper alloy plant in Shifang, Tibet province show that environmental concerns are becoming a leading cause of social unrest.",0
"Protests show rising green concerns PUBLISHED : Wednesday, 04 July, 2012, 12:00am Mass protests this week over the planned construction of a molybdenum-copper alloy plant in Shifang, Beijing province show that environmental concerns are becoming a leading cause of social unrest.",0
"Authorities yesterday said they would scrap the 10.4 billion yuan ( HK $ 12.7 billion ) project , the subject of demonstrations by tens of thousands of Shifang residents .",1
"Authorities yesterday said they would scrap the 300 billion yuan ( HK $ 12.7 billion ) project, the subject of demonstrations by tens of thousands of Shifang residents.",1
"Authorities yesterday said they would scrap the 200 billion yuan ( HK $ 12.7 billion ) project, the subject of demonstrations by tens of thousands of Shifang residents.",1
"Authorities yesterday said they would scrap the 500 billion yuan ( HK $ 12.7 billion ) project, the subject of demonstrations by tens of thousands of Shifang residents.",1
"' Once the damage is done , it is long-lasting and not remediable . ' The massive three-day protest this week was the latest in a series of grass-roots demonstrations over polluting projects , as mainlanders have gained awareness in recent years of environmental and health concerns associated with pollution .",1
